Time (s),Accel_X (g),Accel_Y (g),Accel_Z (g),Accel_Mag (g),Gyro_X (deg/s),Gyro_Y (deg/s),Gyro_Z (deg/s),Mag_X (mT),Mag_Y (mT),Mag_Z (mT),Pressure (mbar),P_Temp (C),Battery (V),time
1.96,-11.29,-0.645,-1.845,1.648,5.4,-25.8,6.0,-12.3,-304.5,-64.5,999.6,20.31,3.89,1.96
1.97,-10.455,0.025,-0.835,0.678,-11.7,-6.4,-4.8,-19.5,-311.7,-68.1,999.6,20.31,3.89,1.97
1.98,-10.145,0.125,-0.23,0.338,-42.8,1.7,-5.5,-0.3,-311.7,-67.5,999.8,20.31,3.89,1.98
1.99,-8.995,0.015,-0.18,-0.813,-81.0,3.0,-4.5,-7.5,-328.5,-63.3,999.7,20.31,3.89,1.99
2.0,-9.165,1.81,0.92,-0.423,-100.7,5.7,-3.2,-7.5,-318.9,-67.5,999.7,20.31,3.89,2.0
2.01,-9.165,1.81,0.92,-0.423,-100.7,5.7,-3.2,-7.5,-318.9,-67.5,999.7,20.34,3.89,2.01
2.02,-9.295,2.93,1.29,0.021,-32.8,3.7,-5.5,-24.3,-311.7,-77.1,999.8,20.34,3.89,2.02
2.03,-9.925,1.83,0.535,0.296,52.3,5.6,-2.6,2.1,-306.9,-67.5,999.7,20.34,3.89,2.03
2.04,-10.925,0.875,-0.535,1.163,68.9,7.8,-0.4,-24.3,-318.9,-63.9,999.6,20.34,3.89,2.04
2.05,-10.03,0.43,-0.325,0.234,43.5,7.4,-8.7,-26.7,-311.7,-66.9,999.9,20.34,3.89,2.05
2.06,-8.985,-0.02,0.11,-0.824,30.9,7.9,-11.7,-12.3,-297.3,-71.7,999.7,20.34,3.89,2.06
2.07,-10.18,-1.92,-0.725,0.575,3.5,12.9,-9.0,-24.3,-304.5,-69.3,999.7,20.34,3.89,2.07
2.08,-9.92,-0.66,-1.415,0.232,-60.8,15.3,-0.8,4.5,-306.9,-69.9,999.7,20.34,3.89,2.08
2.09,-8.64,1.715,0.205,-0.999,-103.1,6.3,-4.4,9.3,-318.9,-62.7,999.9,20.34,3.89,2.09
2.1,-7.685,1.54,0.85,-1.926,-93.8,-0.7,-2.6,-12.3,-304.5,-65.1,999.9,20.34,3.89,2.1
2.11,-7.17,1.095,0.04,-2.557,-101.8,-1.2,0.9,-19.5,-316.5,-68.1,1000.0,20.34,3.89,2.11
2.12,-5.985,0.89,0.565,-3.733,-115.4,1.9,-0.1,-14.7,-333.3,-68.7,1000.2,20.34,3.89,2.12
2.13,-4.475,1.9,1.67,-4.67,-108.2,5.4,3.5,-7.5,-318.9,-69.3,1000.0,20.34,3.89,2.13
2.14,-4.815,2.615,1.22,-4.197,-63.9,13.7,8.1,-17.1,-345.3,-70.5,1000.1,20.34,3.89,2.14
2.15,-9.215,3.465,-0.205,0.037,-5.0,33.5,22.7,-29.1,-330.9,-70.5,998.8,20.34,3.89,2.15
2.16,-19.57,-0.57,-1.105,9.799,86.5,45.5,35.6,6.9,-306.9,-69.9,999.2,20.34,3.89,2.16
2.17,-15.205,-2.335,-2.035,5.707,83.4,17.3,-14.6,-12.3,-318.9,-66.3,999.4,20.34,3.89,2.17
2.18,-12.49,-1.74,-1.945,2.95,-7.8,3.0,-10.5,-19.5,-321.3,-65.7,999.3,20.34,3.89,2.18
2.19,-13.375,0.06,-1.265,3.625,-59.8,0.0,-3.4,-12.3,-314.1,-65.7,999.7,20.34,3.89,2.19
2.2,-9.575,2.635,0.48,0.133,-44.7,1.7,-2.4,2.1,-333.3,-68.7,999.7,20.34,3.89,2.2
2.21,-6.62,4.13,1.97,-1.763,29.5,0.6,-3.6,-5.1,-316.5,-68.1,1000.8,20.34,3.89,2.21
2.22,15.345,3.805,2.18,6.149,146.1,20.7,-27.9,-17.1,-321.3,-68.1,1001.4,20.34,3.89,2.22
2.23,4.805,1.88,-0.135,-4.649,225.4,19.8,-38.7,-7.5,-318.9,-63.9,999.7,20.34,3.89,2.23
2.24,-15.595,-1.01,-1.735,5.914,376.8,-43.9,35.6,-14.7,-302.1,-65.1,999.2,20.34,3.89,2.24
2.25,-20.03,-5.345,-2.53,11.075,322.9,-47.2,74.8,-2.7,-306.9,-58.5,998.0,20.34,3.89,2.25
2.26,-26.12,-4.46,-2.455,16.802,44.7,-5.4,27.0,-7.5,-309.3,-58.5,999.1,20.34,3.89,2.26
2.27,-16.615,0.105,0.675,6.819,-123.5,29.6,-55.4,-7.5,-306.9,-58.5,999.0,20.34,3.89,2.27
2.28,-11.2,3.15,0.085,1.825,-24.5,24.3,-109.3,-12.3,-290.1,-66.9,1000.2,20.34,3.89,2.28
2.29,-2.895,3.045,0.975,-5.497,5.7,30.3,-63.4,-5.1,-294.9,-60.3,999.9,20.34,3.89,2.29
2.3,-9.335,3.82,-0.005,0.276,50.4,3.1,-25.3,-19.5,-304.5,-67.5,999.6,20.34,3.89,2.3
2.31,-11.995,2.04,-0.635,2.374,87.8,-1.8,20.9,-12.3,-290.1,-58.5,999.6,20.34,3.89,2.31
2.32,-8.875,2.28,-0.345,-0.64,68.5,-0.9,71.2,4.5,-294.9,-62.7,1000.0,20.34,3.89,2.32
2.33,-5.4,2.185,1.36,-3.828,103.8,-2.7,89.2,-0.3,-297.3,-61.5,1000.0,20.34,3.89,2.33
2.34,-5.945,0.325,2.3,-3.427,163.7,-37.1,77.9,-9.9,-294.9,-59.7,1000.0,20.34,3.89,2.34
2.35,-4.205,-0.64,-0.535,-5.523,113.6,-80.1,94.9,-21.9,-299.7,-59.7,1000.3,20.34,3.89,2.35
2.36,-1.59,-1.925,-4.07,-5.035,23.1,-61.4,123.7,-2.7,-314.1,-65.1,1000.0,20.34,3.89,2.36
2.37,-12.375,-3.315,-0.145,3.002,-28.7,-23.7,62.7,-29.1,-316.5,-63.9,998.9,20.34,3.89,2.37
2.38,-19.82,-0.325,-0.135,10.013,-33.7,-4.8,-33.4,-12.3,-306.9,-54.9,999.3,20.34,3.89,2.38
2.39,-9.335,2.11,0.055,-0.239,-76.8,-1.2,-41.7,-12.3,-316.5,-59.7,1000.1,20.34,3.89,2.39
2.4,-5.37,2.93,0.025,-3.693,-77.2,-3.5,-20.9,-2.7,-309.3,-57.3,999.9,20.34,3.89,2.4
2.41,-12.785,4.675,0.94,3.835,-15.1,-2.7,-10.4,-7.5,-314.1,-57.9,999.3,20.34,3.89,2.41
2.42,-14.83,2.945,0.565,5.32,50.7,-4.0,8.5,11.7,-311.7,-62.7,999.3,20.34,3.89,2.42
2.43,-11.68,1.355,0.145,1.949,8.3,-12.1,32.9,-14.7,-311.7,-60.3,999.6,20.34,3.89,2.43
2.44,-9.555,0.655,-0.355,-0.226,-11.2,-12.4,36.7,-9.9,-323.7,-60.9,999.8,20.34,3.89,2.44
2.45,-9.08,-0.975,-0.485,-0.665,-27.4,-11.4,31.6,-31.5,-311.7,-62.7,999.7,20.34,3.89,2.45
2.46,-9.175,0.77,-0.045,-0.603,-77.8,-13.4,21.5,-19.5,-311.7,-63.3,999.7,20.34,3.89,2.46
2.47,-8.865,2.825,0.55,-0.49,-55.9,-7.0,5.1,-17.1,-321.3,-64.5,999.8,20.34,3.89,2.47
2.48,-8.97,3.515,0.69,-0.151,1.4,-1.0,3.9,-14.7,-328.5,-64.5,999.8,20.34,3.89,2.48
2.49,-8.915,0.955,-0.63,-0.822,50.3,4.0,10.3,-21.9,-311.7,-71.1,999.7,20.34,3.89,2.49
2.5,-9.7,2.03,-0.205,0.102,116.7,11.2,-6.2,-7.5,-328.5,-57.9,999.6,20.34,3.89,2.5
2.51,-10.57,1.89,-0.21,0.93,170.3,10.6,-1.0,-12.3,-323.7,-63.9,999.6,20.34,3.89,2.51
2.52,-11.855,2.375,-0.175,2.282,159.2,8.8,23.1,-19.5,-304.5,-63.9,999.8,20.34,3.89,2.52
2.53,-7.99,1.475,0.46,-1.672,147.5,12.7,41.8,-29.1,-323.7,-55.5,999.8,20.34,3.89,2.53
2.54,-11.325,2.15,0.08,1.718,221.7,12.2,24.0,-19.5,-309.3,-59.1,999.5,20.34,3.89,2.54
2.55,-13.86,1.13,-0.93,4.127,203.4,16.5,24.6,-2.7,-299.7,-55.5,999.5,20.34,3.89,2.55
2.56,-12.245,-1.695,0.22,2.554,101.8,16.3,31.8,-29.1,-318.9,-53.7,999.5,20.34,3.89,2.56
2.57,-9.95,-0.12,0.46,0.151,-0.6,1.4,13.1,-24.3,-304.5,-52.5,999.7,20.34,3.89,2.57
2.58,-7.67,3.59,-0.4,-1.332,-35.9,-7.8,2.8,-17.1,-304.5,-56.7,1000.0,20.34,3.89,2.58
2.59,-7.14,6.6,-1.505,0.029,46.3,-0.1,10.0,-24.3,-318.9,-62.1,999.9,20.34,3.89,2.59
2.6,-7.515,4.195,-2.15,-0.939,213.5,21.9,29.8,-21.9,-314.1,-54.9,999.8,20.34,3.89,2.6
2.61,-9.985,1.175,-1.255,0.322,292.2,50.3,63.5,-29.1,-306.9,-56.1,999.7,20.34,3.89,2.61
2.62,-11.46,-2.46,3.41,2.397,276.8,49.3,49.2,-36.3,-294.9,-45.9,999.5,20.34,3.89,2.62
2.63,-11.52,-0.65,2.75,2.052,218.5,-5.7,-6.7,-38.7,-280.5,-48.9,999.6,20.34,3.89,2.63
2.64,-10.23,2.255,-1.155,0.729,179.3,-44.8,-35.6,-45.9,-278.1,-51.9,999.5,20.34,3.89,2.64
2.65,-8.91,5.25,-5.145,1.741,195.6,-30.4,-26.5,-24.3,-275.7,-43.5,999.8,20.34,3.89,2.65
2.66,-8.665,2.125,0.205,-0.886,304.9,13.9,1.0,-24.3,-258.9,-44.1,999.7,20.34,3.89,2.66
2.67,-10.55,-1.69,0.595,0.891,312.9,4.2,22.1,-17.1,-287.7,-48.9,999.6,20.34,3.89,2.67
2.68,-10.825,0.9,2.005,1.236,190.7,-9.6,12.1,-31.5,-249.3,-41.1,999.5,20.34,3.89,2.68
2.69,-10.38,1.785,-1.145,0.784,98.5,-41.0,-19.9,-43.5,-244.5,-44.1,999.6,20.34,3.89,2.69
2.7,-9.0,2.92,-3.125,0.155,71.4,-29.0,-20.4,-26.7,-249.3,-46.5,999.8,20.34,3.89,2.7
2.71,-12.015,1.11,1.41,2.338,145.7,-14.9,-22.0,-19.5,-261.3,-47.7,999.5,20.34,3.89,2.71
2.72,-11.59,1.23,0.195,1.847,49.6,-47.5,-20.1,-29.1,-251.7,-45.3,999.6,20.34,3.89,2.72
2.73,-9.025,1.385,-4.66,0.441,-17.5,-45.4,-19.3,-31.5,-239.7,-38.1,999.9,20.34,3.89,2.73
2.74,-8.68,3.595,-1.92,-0.221,31.2,-6.0,-22.4,-36.3,-254.1,-51.3,999.7,20.34,3.89,2.74
2.75,-9.285,3.2,-1.215,0.086,58.8,10.5,-10.4,-24.3,-234.9,-39.9,999.7,20.34,3.89,2.75
2.76,-10.01,2.115,0.295,0.425,71.5,19.6,4.5,-17.1,-244.5,-45.3,999.6,20.34,3.89,2.76
2.77,-11.23,0.925,0.99,1.501,45.3,10.7,25.4,-21.9,-242.1,-45.9,999.6,20.34,3.89,2.77
2.78,-10.42,-1.795,-1.49,0.868,-8.2,-5.3,31.9,-9.9,-227.7,-50.7,999.6,20.34,3.89,2.78
2.79,-8.705,1.32,0.08,-1.005,-33.1,-6.5,-1.8,-29.1,-237.3,-49.5,999.7,20.34,3.89,2.79
2.8,-8.705,1.32,0.08,-1.005,-33.1,-6.5,-1.8,-29.1,-237.3,-49.5,999.6,20.34,3.89,2.8
2.81,-9.915,2.07,-1.685,0.458,-49.9,-23.9,-12.9,-26.7,-230.1,-44.1,999.7,20.34,3.89,2.81
2.82,-9.395,1.76,-2.375,0.039,-42.1,-15.7,-14.9,-17.1,-234.9,-43.5,999.7,20.34,3.89,2.82
2.83,-9.815,1.165,-0.415,0.083,-25.8,4.6,-7.6,-14.7,-230.1,-53.1,999.7,20.34,3.89,2.83
2.84,-9.75,0.605,-0.54,-0.026,-38.4,9.4,1.0,-36.3,-234.9,-50.1,999.7,20.34,3.89,2.84
2.85,-9.645,0.95,-1.245,-0.039,-49.8,19.9,-2.6,-21.9,-242.1,-45.3,999.8,20.34,3.89,2.85
2.86,-8.24,1.505,-1.72,-1.259,-32.0,28.1,-22.3,-14.7,-249.3,-40.5,999.8,20.34,3.89,2.86
2.87,-7.91,1.485,-1.605,-1.603,12.1,35.4,-44.6,-21.9,-232.5,-45.9,1000.0,20.34,3.89,2.87
2.88,-6.665,0.675,-1.105,-3.02,38.9,45.5,-61.4,-38.7,-239.7,-48.9,999.9,20.34,3.89,2.88
2.89,-5.215,0.58,-0.45,-4.544,32.6,56.2,-66.0,-14.7,-230.1,-44.7,1000.2,20.34,3.89,2.89
2.9,-2.95,1.305,-2.575,-5.683,29.3,80.2,-73.4,-31.5,-239.7,-39.9,1000.3,20.34,3.89,2.9
2.91,-1.3,0.195,-0.02,-8.495,38.3,62.0,-87.0,-17.1,-242.1,-38.7,1000.5,20.34,3.89,2.91
2.92,0.335,0.4,-0.04,-9.287,36.8,52.0,-82.9,-24.3,-225.3,-41.7,1000.6,20.34,3.89,2.92
2.93,0.195,0.615,-0.1,-9.157,35.6,56.3,-80.1,-55.5,-213.3,-38.7,1000.5,20.34,3.89,2.93
2.94,0.11,0.54,-0.085,-9.252,35.7,56.0,-81.5,-31.5,-215.7,-39.3,1000.6,20.34,3.89,2.94
2.95,0.14,0.525,-0.08,-9.261,35.6,55.3,-81.8,-29.1,-206.1,-36.9,1000.6,20.34,3.89,2.95
2.96,0.145,0.525,-0.065,-9.261,35.7,54.8,-82.0,-38.7,-201.3,-37.5,1000.5,20.34,3.89,2.96
2.97,0.14,0.545,-0.085,-9.241,35.9,54.5,-82.3,-38.7,-203.7,-41.1,1000.5,20.34,3.89,2.97
2.98,0.135,0.535,-0.105,-9.248,35.9,54.0,-82.6,-17.1,-198.9,-33.9,1000.5,20.34,3.89,2.98
2.99,0.15,0.555,-0.105,-9.226,35.7,53.7,-82.9,-33.9,-184.5,-36.3,1000.5,20.34,3.89,2.99
3.0,0.135,0.535,-0.09,-9.251,35.9,53.4,-83.2,-48.3,-191.7,-30.3,1000.5,20.34,3.89,3.0
3.01,0.16,0.54,-0.08,-9.241,35.9,52.9,-83.5,-31.5,-174.9,-36.9,1000.5,20.35,3.89,3.01
3.02,0.13,0.53,-0.09,-9.257,36.0,52.5,-84.0,-55.5,-182.1,-32.1,1000.6,20.35,3.89,3.02
3.03,0.15,0.555,-0.1,-9.226,36.1,52.2,-84.4,-53.1,-174.9,-38.1,1000.6,20.35,3.89,3.03
3.04,0.13,0.5,-0.11,-9.282,36.2,52.0,-85.0,-53.1,-150.9,-33.9,1000.6,20.35,3.89,3.04
3.05,-0.1,2.415,0.71,-7.291,36.2,52.0,-85.4,-53.1,-158.1,-31.5,1000.4,20.35,3.89,3.05
3.06,-1.14,6.96,2.12,-2.446,23.4,22.3,-1.9,-29.1,-165.3,-33.3,980.4,20.35,3.89,3.06
3.07,-19.335,-6.735,6.97,11.818,13.1,116.0,-10.5,-36.3,-162.9,-36.9,999.9,20.35,3.89,3.07
3.08,4.71,12.9,4.9,4.771,25.1,118.9,61.7,-48.3,-167.7,-36.3,999.9,20.35,3.89,3.08
3.09,0.79,-0.52,-1.695,-7.869,108.1,14.6,384.3,-38.7,-194.1,-27.9,999.9,20.35,3.89,3.09
3.1,3.43,2.565,-6.89,-1.697,15.1,-57.8,414.9,-43.5,-206.1,-31.5,999.9,20.35,3.89,3.1
3.11,0.335,1.21,-1.865,-7.562,-102.9,-197.0,366.7,-9.9,-213.3,-44.1,999.9,20.35,3.89,3.11
3.12,-0.565,0.53,0.91,-8.615,-131.2,-338.2,363.8,-33.9,-242.1,-41.1,999.8,20.35,3.89,3.12
3.13,-5.585,-11.365,-7.56,4.938,-95.9,-196.7,252.1,-14.7,-266.1,-47.1,999.9,20.35,3.89,3.13
3.14,0.435,0.495,-0.345,-9.066,-39.7,152.8,48.4,-31.5,-270.9,-44.1,1000.5,20.35,3.89,3.14
3.15,0.505,1.47,0.555,-8.16,-42.1,133.9,64.9,-31.5,-270.9,-39.9,1000.1,20.35,3.89,3.15
3.16,0.02,0.335,-0.19,-9.424,-46.0,109.8,78.4,-53.1,-275.7,-45.3,1000.3,20.35,3.89,3.16
3.17,0.125,0.52,-0.095,-9.267,-45.0,116.1,75.1,-36.3,-275.7,-38.1,1000.3,20.35,3.89,3.17
3.18,0.165,0.585,-0.05,-9.2,-45.1,115.9,75.9,-62.7,-285.3,-42.3,1000.3,20.35,3.89,3.18
3.19,-0.315,8.0,-4.785,-0.483,-47.1,107.1,66.2,-50.7,-292.5,-46.5,1000.2,20.35,3.89,3.19
3.2,-0.185,4.275,-2.235,-4.982,-77.5,0.7,-107.6,-55.5,-297.3,-39.9,1000.3,20.35,3.89,3.2
3.21,0.19,-1.095,0.93,-8.361,-88.1,-31.7,-168.3,-53.1,-285.3,-46.5,1000.3,20.35,3.89,3.21
3.22,0.09,0.605,-0.145,-9.181,-84.0,-15.6,-144.8,-36.3,-294.9,-36.3,1000.3,20.35,3.89,3.22
3.23,0.06,0.645,-0.17,-9.14,-84.3,-14.0,-145.6,-45.9,-287.7,-39.9,1000.4,20.35,3.89,3.23
3.24,0.075,0.5,-0.075,-9.299,-84.7,-13.1,-147.4,-38.7,-270.9,-42.3,1000.4,20.35,3.89,3.24
3.25,-25.725,17.315,-2.605,21.309,-83.3,-25.1,-162.4,-21.9,-282.9,-38.7,991.4,20.35,3.89,3.25
3.26,-16.335,18.325,-7.975,16.002,-73.5,-221.0,-404.6,-24.3,-266.1,-45.3,1000.1,20.35,3.89,3.26
3.27,4.945,-3.49,0.74,-3.712,-74.9,-264.6,-538.5,-7.5,-258.9,-45.3,999.1,20.35,3.89,3.27
3.28,-18.235,2.99,-0.715,8.682,-90.7,-227.4,-446.3,-2.7,-222.9,-45.9,999.8,20.35,3.89,3.28
3.29,-7.235,1.48,-0.38,-2.415,-133.5,-211.8,-316.5,11.7,-198.9,-54.9,999.8,20.35,3.89,3.29
3.3,-6.08,-0.565,-0.04,-3.704,-145.2,-196.0,-285.7,4.5,-210.9,-58.5,999.7,20.35,3.89,3.3
3.31,-7.64,-0.87,0.17,-2.119,-142.9,-184.1,-270.9,26.1,-182.1,-56.7,999.9,20.35,3.89,3.31
3.32,-11.305,-6.36,5.36,4.225,-135.3,-125.3,-217.1,26.1,-170.1,-57.9,999.8,20.35,3.89,3.32
3.33,-8.27,-1.655,2.595,-0.986,-96.8,49.0,5.6,18.9,-167.7,-56.7,1000.2,20.35,3.89,3.33
3.34,-9.655,-1.125,-0.335,-0.084,-48.0,24.7,-2.6,26.1,-165.3,-66.3,999.6,20.35,3.89,3.34
3.35,-9.56,-1.165,0.085,-0.179,0.1,3.1,-33.3,28.5,-191.7,-66.9,999.7,20.35,3.89,3.35
3.36,-9.085,-2.115,0.34,-0.476,16.8,7.7,-36.8,23.7,-167.7,-58.5,999.7,20.35,3.89,3.36
3.37,-8.92,-3.875,1.65,0.054,5.1,14.2,-39.8,21.3,-174.9,-64.5,999.8,20.35,3.89,3.37
3.38,-9.425,-2.75,0.97,0.056,7.8,24.3,-28.8,26.1,-162.9,-60.9,999.8,20.35,3.89,3.38
3.39,-9.34,-2.28,0.64,-0.174,9.3,21.0,-15.0,23.7,-167.7,-59.7,999.8,20.35,3.89,3.39
3.4,-9.13,-2.355,0.27,-0.377,5.7,16.6,-11.1,16.5,-153.3,-66.3,999.8,20.35,3.89,3.4
3.41,-8.94,-3.01,0.415,-0.368,0.0,16.5,-12.9,14.1,-172.5,-54.3,999.8,20.35,3.89,3.41
3.42,-8.975,-3.0,0.535,-0.332,-0.1,18.6,-13.6,16.5,-158.1,-65.1,999.8,20.35,3.89,3.42
3.43,-9.285,-2.555,0.5,-0.167,3.5,16.7,-9.9,11.7,-158.1,-59.7,999.8,20.35,3.89,3.43
3.44,-9.215,-2.51,0.385,-0.252,2.9,10.6,-6.2,9.3,-170.1,-60.9,999.8,20.35,3.89,3.44
3.45,-9.18,-2.7,0.115,-0.24,0.2,6.4,-4.1,9.3,-160.5,-58.5,999.8,20.35,3.89,3.45
3.46,-9.175,-2.39,-0.025,-0.329,-0.4,7.8,-4.6,14.1,-160.5,-57.3,999.8,20.35,3.89,3.46
3.47,-9.16,-2.525,0.23,-0.306,1.2,10.1,-7.0,18.9,-160.5,-58.5,999.8,20.35,3.89,3.47
3.48,-9.105,-2.7,0.4,-0.305,2.0,8.9,-6.8,16.5,-165.3,-56.7,999.9,20.35,3.89,3.48
3.49,-9.135,-2.955,0.475,-0.197,1.4,4.9,-3.7,26.1,-165.3,-53.7,999.7,20.35,3.89,3.49
3.5,-9.155,-2.475,0.39,-0.318,0.1,2.0,-2.0,38.1,-177.3,-56.7,999.8,20.35,3.89,3.5
3.51,-9.275,-2.315,0.38,-0.243,-0.4,-0.4,-1.8,23.7,-172.5,-63.9,999.8,20.33,3.89,3.51
3.52,-8.88,-3.15,0.41,-0.379,-0.7,0.8,-2.5,6.9,-162.9,-64.5,999.9,20.33,3.89,3.52
3.53,-8.845,-3.355,0.39,-0.342,-0.9,3.1,-2.3,28.5,-148.5,-56.1,999.8,20.33,3.89,3.53
3.54,-9.39,-2.22,0.31,-0.156,0.9,2.2,-1.1,16.5,-162.9,-56.1,999.7,20.33,3.89,3.54
3.55,-9.47,-1.875,0.35,-0.15,0.2,-0.6,-0.3,28.5,-167.7,-54.3,999.8,20.33,3.89,3.55
3.56,-9.12,-2.6,0.405,-0.318,-0.1,-0.7,-2.0,23.7,-162.9,-58.5,999.7,20.33,3.89,3.56
3.57,-9.12,-2.925,0.375,-0.225,0.2,0.6,-2.8,18.9,-174.9,-59.7,999.8,20.33,3.89,3.57
3.58,-9.015,-2.87,0.45,-0.338,0.2,0.1,-1.9,26.1,-167.7,-57.9,999.8,20.33,3.89,3.58
3.59,-9.025,-2.835,0.615,-0.33,0.0,-0.1,-1.2,26.1,-155.7,-58.5,999.8,20.33,3.89,3.59
3.6,-9.075,-2.94,0.45,-0.26,0.0,-0.1,-0.9,6.9,-146.1,-56.7,999.7,20.33,3.89,3.6
3.61,-9.095,-2.84,0.4,-0.274,0.0,0.3,0.0,33.3,-170.1,-61.5,999.7,20.33,3.89,3.61
3.62,-9.145,-2.69,0.455,-0.267,0.1,0.0,0.2,28.5,-162.9,-60.9,999.6,20.33,3.89,3.62
3.63,-8.98,-2.95,0.8,-0.324,0.3,0.0,0.0,11.7,-158.1,-52.5,999.7,20.33,3.89,3.63
3.64,-9.075,-2.855,0.675,-0.273,0.0,0.8,0.6,21.3,-158.1,-59.7,999.7,20.33,3.89,3.64
3.65,-9.13,-2.74,0.48,-0.266,-0.1,1.7,1.2,26.1,-170.1,-60.3,999.7,20.33,3.89,3.65
3.66,-9.295,-2.205,0.21,-0.255,-0.1,1.3,0.8,30.9,-162.9,-53.1,999.6,20.33,3.89,3.66
3.67,-9.54,-1.735,0.03,-0.113,-0.2,1.2,-0.1,23.7,-160.5,-56.1,999.6,20.33,3.89,3.67
3.68,-9.05,-2.835,0.365,-0.319,0.0,0.8,-2.1,9.3,-165.3,-64.5,999.7,20.33,3.89,3.68
3.69,-8.7,-3.77,0.535,-0.313,0.1,0.1,-1.2,18.9,-170.1,-56.7,999.8,20.33,3.89,3.69
3.7,-9.16,-2.765,0.08,-0.241,0.4,2.4,-0.3,21.3,-170.1,-53.1,999.6,20.33,3.89,3.7
3.71,-9.16,-2.765,0.08,-0.241,0.4,2.4,-0.3,21.3,-170.1,-53.1,999.6,20.33,3.89,3.71
3.72,-9.425,-1.9,0.27,-0.192,1.4,3.1,-0.9,2.1,-148.5,-59.7,999.7,20.33,3.89,3.72
3.73,-9.335,-2.055,0.68,-0.227,0.1,-1.4,-0.4,28.5,-162.9,-62.1,999.6,20.33,3.89,3.73
3.74,-9.095,-2.95,0.79,-0.216,-0.7,-2.0,-0.6,11.7,-174.9,-66.3,999.6,20.33,3.89,3.74
3.75,-8.81,-3.47,0.25,-0.338,0.1,2.6,-1.9,28.5,-158.1,-61.5,999.6,20.33,3.89,3.75
3.76,-8.97,-2.995,0.335,-0.347,1.0,4.7,-2.0,18.9,-160.5,-56.1,999.5,20.33,3.89,3.76
3.77,-9.385,-2.095,0.3,-0.189,1.0,2.9,-0.8,4.5,-165.3,-62.1,999.6,20.33,3.89,3.77
3.78,-9.42,-1.88,0.445,-0.194,-0.1,-0.6,0.0,28.5,-177.3,-56.1,999.5,20.33,3.89,3.78
3.79,-9.13,-2.76,0.385,-0.264,-0.3,-0.6,-1.5,30.9,-167.7,-53.7,999.5,20.33,3.89,3.79
3.8,-8.895,-3.51,0.275,-0.244,0.0,2.8,-2.8,23.7,-158.1,-59.1,999.5,20.33,3.89,3.8
3.81,-8.965,-3.12,0.4,-0.309,0.5,3.9,-2.0,23.7,-167.7,-56.7,999.6,20.33,3.89,3.81
3.82,-9.16,-2.395,0.715,-0.315,0.7,0.7,0.0,11.7,-165.3,-66.3,999.5,20.33,3.89,3.82
3.83,-9.39,-2.125,0.585,-0.165,-0.4,-1.0,0.6,11.7,-167.7,-62.1,999.6,20.33,3.89,3.83
3.84,-9.21,-2.705,0.09,-0.211,-0.4,1.5,-1.4,14.1,-170.1,-63.9,999.6,20.33,3.89,3.84
3.85,-9.035,-3.03,0.1,-0.28,0.3,4.3,-3.1,18.9,-160.5,-54.9,999.6,20.33,3.89,3.85
3.86,-9.04,-2.86,0.335,-0.322,0.6,4.0,-2.2,35.7,-153.3,-58.5,999.6,20.33,3.89,3.86
3.87,-9.305,-2.335,0.675,-0.193,0.3,0.0,0.1,18.9,-167.7,-57.9,999.6,20.33,3.89,3.87
3.88,-9.13,-2.4,0.225,-0.367,-0.3,0.0,-0.6,23.7,-160.5,-56.1,999.6,20.33,3.89,3.88
3.89,-9.1,-3.035,0.05,-0.217,0.1,2.0,-2.1,18.9,-160.5,-54.9,999.5,20.33,3.89,3.89
3.9,-9.04,-3.15,0.315,-0.232,0.5,2.7,-2.0,14.1,-179.7,-54.3,999.5,20.33,3.89,3.9
3.91,-9.1,-2.725,0.79,-0.278,0.6,0.0,-0.1,6.9,-165.3,-54.3,999.6,20.33,3.89,3.91
3.92,-9.185,-2.3,0.77,-0.31,-0.3,-1.2,0.6,11.7,-160.5,-57.3,999.5,20.33,3.89,3.92
3.93,-9.24,-2.575,0.125,-0.217,-0.3,1.0,-0.7,14.1,-155.7,-57.9,999.5,20.33,3.89,3.93
3.94,-8.985,-2.845,0.055,-0.385,0.3,3.2,-2.1,16.5,-158.1,-59.7,999.5,20.33,3.89,3.94
3.95,-9.19,-2.88,0.25,-0.176,0.8,4.0,-2.4,21.3,-158.1,-59.1,999.6,20.33,3.89,3.95
3.96,-9.15,-2.715,0.525,-0.251,0.6,2.2,-1.2,18.9,-148.5,-59.1,999.6,20.33,3.89,3.96
3.97,-9.265,-2.515,0.695,-0.185,0.0,-0.4,0.0,6.9,-165.3,-56.7,999.5,20.33,3.89,3.97
3.98,-9.07,-2.58,0.2,-0.378,-0.1,0.8,-0.4,4.5,-177.3,-53.7,999.6,20.33,3.89,3.98
3.99,-9.02,-2.905,0.1,-0.333,0.1,1.6,-1.3,9.3,-162.9,-59.1,999.5,20.33,3.89,3.99
4.0,-9.005,-3.08,0.29,-0.288,0.5,1.7,-1.4,23.7,-158.1,-56.7,999.5,20.33,3.89,4.0
4.01,-9.255,-2.66,0.515,-0.167,0.1,0.1,-0.1,21.3,-160.5,-56.1,999.5,20.34,3.89,4.01
4.02,-9.335,-2.27,0.38,-0.195,-0.1,0.0,0.0,23.7,-162.9,-54.3,999.5,20.34,3.89,4.02
